Entity,Code,Year,Electricity generation as share of direct primary energy consumption - %
Ukraine,UKR,1990,9.911216
Ukraine,UKR,1991,9.881435
Ukraine,UKR,1992,10.671514
Ukraine,UKR,1993,11.239727
Ukraine,UKR,1994,11.696626
Ukraine,UKR,1995,11.493021
Ukraine,UKR,1996,11.801738
Ukraine,UKR,1997,11.961466
Ukraine,UKR,1998,12.073753
Ukraine,UKR,1999,12.152466
Ukraine,UKR,2000,12.090633
Ukraine,UKR,2001,12.369748
Ukraine,UKR,2002,12.481787
Ukraine,UKR,2003,12.635237
Ukraine,UKR,2004,12.938333
Ukraine,UKR,2005,13.059227
Ukraine,UKR,2006,13.403608
Ukraine,UKR,2007,13.62766
Ukraine,UKR,2008,13.873281
Ukraine,UKR,2009,14.845136
Ukraine,UKR,2010,15.0482855
Ukraine,UKR,2011,14.923451
Ukraine,UKR,2012,15.582169
Ukraine,UKR,2013,16.076502
Ukraine,UKR,2014,17.419003
Ukraine,UKR,2015,19.200094
Ukraine,UKR,2016,18.13743
Ukraine,UKR,2017,18.93208
Ukraine,UKR,2018,18.577057
Ukraine,UKR,2019,19.004528
Ukraine,UKR,2020,19.079348
Ukraine,UKR,2021,20.221085
Ukraine,UKR,2022,21.592567
Ukraine,UKR,2023,20.46531
United Arab Emirates,ARE,1985,6.043142
United Arab Emirates,ARE,1986,5.2437277
United Arab Emirates,ARE,1987,5.0015182
United Arab Emirates,ARE,1988,4.9158196
United Arab Emirates,ARE,1989,4.5895386
United Arab Emirates,ARE,1990,4.9516935
United Arab Emirates,ARE,1991,4.092316
United Arab Emirates,ARE,1992,4.595328
United Arab Emirates,ARE,1993,5.13141
United Arab Emirates,ARE,1994,5.108096
United Arab Emirates,ARE,1995,5.1522985
United Arab Emirates,ARE,1996,5.317719
United Arab Emirates,ARE,1997,5.4585586
United Arab Emirates,ARE,1998,6.2518616
United Arab Emirates,ARE,1999,6.896014
United Arab Emirates,ARE,2000,7.4545255
United Arab Emirates,ARE,2001,7.9713273
United Arab Emirates,ARE,2002,7.917956
United Arab Emirates,ARE,2003,7.834839
United Arab Emirates,ARE,2004,7.763693
United Arab Emirates,ARE,2005,8.6148405
United Arab Emirates,ARE,2006,8.4231205
United Arab Emirates,ARE,2007,9.624114
United Arab Emirates,ARE,2008,8.574164
United Arab Emirates,ARE,2009,9.259184
United Arab Emirates,ARE,2010,9.66106
United Arab Emirates,ARE,2011,9.7101145
United Arab Emirates,ARE,2012,9.888709
United Arab Emirates,ARE,2013,9.707018
United Arab Emirates,ARE,2014,10.310141
United Arab Emirates,ARE,2015,10.379056
United Arab Emirates,ARE,2016,10.159224
United Arab Emirates,ARE,2017,11.082912
United Arab Emirates,ARE,2018,11.841957
United Arab Emirates,ARE,2019,11.412998
United Arab Emirates,ARE,2020,11.501408
United Arab Emirates,ARE,2021,12.212079
United Arab Emirates,ARE,2022,11.792074
United Arab Emirates,ARE,2023,12.603471
United Kingdom,GBR,1985,13.127492
United Kingdom,GBR,1986,12.870884
United Kingdom,GBR,1987,12.892908
United Kingdom,GBR,1988,13.088442
United Kingdom,GBR,1989,13.400676
United Kingdom,GBR,1990,13.456078
United Kingdom,GBR,1991,13.335563
United Kingdom,GBR,1992,13.423608
United Kingdom,GBR,1993,13.468166
United Kingdom,GBR,1994,13.792955
United Kingdom,GBR,1995,14.20361
United Kingdom,GBR,1996,14.086759
United Kingdom,GBR,1997,14.4004545
United Kingdom,GBR,1998,14.796843
United Kingdom,GBR,1999,15.058566
United Kingdom,GBR,2000,15.1582575
United Kingdom,GBR,2001,15.340138
United Kingdom,GBR,2002,15.80648
United Kingdom,GBR,2003,16.002058
United Kingdom,GBR,2004,15.628581
United Kingdom,GBR,2005,15.7111845
United Kingdom,GBR,2006,15.820522
United Kingdom,GBR,2007,16.151445
United Kingdom,GBR,2008,16.02983
United Kingdom,GBR,2009,16.641161
United Kingdom,GBR,2010,16.42449
United Kingdom,GBR,2011,17.032532
United Kingdom,GBR,2012,16.646015
United Kingdom,GBR,2013,16.568644
United Kingdom,GBR,2014,16.712986
United Kingdom,GBR,2015,16.824278
United Kingdom,GBR,2016,17.16205
United Kingdom,GBR,2017,17.268417
United Kingdom,GBR,2018,17.097061
United Kingdom,GBR,2019,17.08049
United Kingdom,GBR,2020,18.861893
United Kingdom,GBR,2021,18.145271
United Kingdom,GBR,2022,19.07891
United Kingdom,GBR,2023,17.956339
United States,USA,1985,14.130954
United States,USA,1986,14.152921
United States,USA,1987,14.154522
United States,USA,1988,14.245132
United States,USA,1989,15.113048
United States,USA,1990,15.545958
United States,USA,1991,15.801337
United States,USA,1992,15.57938
United States,USA,1993,15.819425
United States,USA,1994,15.770475
United States,USA,1995,16.003534
United States,USA,1996,15.902923
United States,USA,1997,15.953415
United States,USA,1998,16.45348
United States,USA,1999,16.54741
United States,USA,2000,15.603347
United States,USA,2001,15.63675
United States,USA,2002,15.94801
United States,USA,2003,15.974341
United States,USA,2004,15.990222
United States,USA,2005,16.306679
United States,USA,2006,16.526018
United States,USA,2007,16.636435
United States,USA,2008,16.9677
United States,USA,2009,17.224428
United States,USA,2010,17.355755
United States,USA,2011,17.493196
United States,USA,2012,17.741417
United States,USA,2013,17.342222
United States,USA,2014,17.333252
United States,USA,2015,17.462751
United States,USA,2016,17.575586
United States,USA,2017,17.438816
United States,USA,2018,17.392159
United States,USA,2019,17.374231
United States,USA,2020,18.439613
United States,USA,2021,17.88257
United States,USA,2022,18.12899
United States,USA,2023,18.207857
Upper-middle-income countries,,1985,10.023717
Upper-middle-income countries,,1986,10.214625
Upper-middle-income countries,,1987,10.335687
Upper-middle-income countries,,1988,10.384683
Upper-middle-income countries,,1989,10.500219
Upper-middle-income countries,,1990,10.706939
Upper-middle-income countries,,1991,10.86368
Upper-middle-income countries,,1992,10.913144
Upper-middle-income countries,,1993,11.066125
Upper-middle-income countries,,1994,11.334774
Upper-middle-income countries,,1995,11.765822
Upper-middle-income countries,,1996,11.927403
Upper-middle-income countries,,1997,12.323755
Upper-middle-income countries,,1998,12.587358
Upper-middle-income countries,,1999,12.836238
Upper-middle-income countries,,2000,13.862166
Upper-middle-income countries,,2001,13.975744
Upper-middle-income countries,,2002,14.202523
Upper-middle-income countries,,2003,14.116327
Upper-middle-income countries,,2004,14.006941
Upper-middle-income countries,,2005,14.0220995
Upper-middle-income countries,,2006,14.314022
Upper-middle-income countries,,2007,14.686152
Upper-middle-income countries,,2008,14.981671
Upper-middle-income countries,,2009,15.131993
Upper-middle-income countries,,2010,15.717728
Upper-middle-income countries,,2011,15.906965
Upper-middle-income countries,,2012,16.156721
Upper-middle-income countries,,2013,16.80139
Upper-middle-income countries,,2014,17.290003
Upper-middle-income countries,,2015,17.438086
Upper-middle-income countries,,2016,18.04904
Upper-middle-income countries,,2017,18.482397
Upper-middle-income countries,,2018,19.035198
Upper-middle-income countries,,2019,19.18015
Upper-middle-income countries,,2020,19.586237
Upper-middle-income countries,,2021,20.131458
Upper-middle-income countries,,2022,20.267475
Uzbekistan,UZB,1985,10.653109
Uzbekistan,UZB,1986,11.758776
Uzbekistan,UZB,1987,11.992467
Uzbekistan,UZB,1988,11.031129
Uzbekistan,UZB,1989,11.634724
Uzbekistan,UZB,1990,11.116695
Uzbekistan,UZB,1991,10.8249445
Uzbekistan,UZB,1992,10.757237
Uzbekistan,UZB,1993,9.9951515
Uzbekistan,UZB,1994,9.823197
Uzbekistan,UZB,1995,9.589592
Uzbekistan,UZB,1996,8.916757
Uzbekistan,UZB,1997,9.089046
Uzbekistan,UZB,1998,9.055084
Uzbekistan,UZB,1999,7.95958
Uzbekistan,UZB,2000,8.065958
Uzbekistan,UZB,2001,8.228713
Uzbekistan,UZB,2002,8.245456
Uzbekistan,UZB,2003,9.016313
Uzbekistan,UZB,2004,9.148893
Uzbekistan,UZB,2005,8.65287
Uzbekistan,UZB,2006,9.618094
Uzbekistan,UZB,2007,9.017792
Uzbekistan,UZB,2008,9.733372
Uzbekistan,UZB,2009,9.770358
Uzbekistan,UZB,2010,10.157143
Uzbekistan,UZB,2011,9.7782955
Uzbekistan,UZB,2012,9.969372
Uzbekistan,UZB,2013,10.249337
Uzbekistan,UZB,2014,10.013505
Uzbekistan,UZB,2015,10.84604
Uzbekistan,UZB,2016,11.491918
Uzbekistan,UZB,2017,11.65848
Uzbekistan,UZB,2018,11.861364
Uzbekistan,UZB,2019,11.953344
Uzbekistan,UZB,2020,12.505676
Uzbekistan,UZB,2021,12.801497
Uzbekistan,UZB,2022,12.901661
Uzbekistan,UZB,2023,13.616556
Venezuela,VEN,1985,10.292719
Venezuela,VEN,1986,10.185151
Venezuela,VEN,1987,11.26676
Venezuela,VEN,1988,11.733735
Venezuela,VEN,1989,11.518924
Venezuela,VEN,1990,11.167789
Venezuela,VEN,1991,12.169122
Venezuela,VEN,1992,11.93405
Venezuela,VEN,1993,12.439772
Venezuela,VEN,1994,11.753297
Venezuela,VEN,1995,11.719295
Venezuela,VEN,1996,12.525256
Venezuela,VEN,1997,12.249823
Venezuela,VEN,1998,12.672883
Venezuela,VEN,1999,13.14042
Venezuela,VEN,2000,13.139708
Venezuela,VEN,2001,12.875087
Venezuela,VEN,2002,13.091473
Venezuela,VEN,2003,14.854736
Venezuela,VEN,2004,14.384721
Venezuela,VEN,2005,14.934531
Venezuela,VEN,2006,14.085736
Venezuela,VEN,2007,13.861571
Venezuela,VEN,2008,14.14357
Venezuela,VEN,2009,13.95187
Venezuela,VEN,2010,13.856155
Venezuela,VEN,2011,13.649851
Venezuela,VEN,2012,14.055816
Venezuela,VEN,2013,15.043301
Venezuela,VEN,2014,13.408848
Venezuela,VEN,2015,15.133455
Venezuela,VEN,2016,14.910302
Venezuela,VEN,2017,13.897818
Venezuela,VEN,2018,16.266853
Venezuela,VEN,2019,15.743917
Venezuela,VEN,2020,19.296904
Venezuela,VEN,2021,16.772923
Venezuela,VEN,2022,15.753808
Venezuela,VEN,2023,14.333128
Vietnam,VNM,1985,8.626582
Vietnam,VNM,1986,8.625341
Vietnam,VNM,1987,8.341612
Vietnam,VNM,1988,9.461568
Vietnam,VNM,1989,12.12913
Vietnam,VNM,1990,13.030436
Vietnam,VNM,1991,13.922506
Vietnam,VNM,1992,13.545449
Vietnam,VNM,1993,12.94168
Vietnam,VNM,1994,13.450547
Vietnam,VNM,1995,13.761245
Vietnam,VNM,1996,13.857493
Vietnam,VNM,1997,13.184873
Vietnam,VNM,1998,13.563702
Vietnam,VNM,1999,14.624434
Vietnam,VNM,2000,14.304811
Vietnam,VNM,2001,14.804765
Vietnam,VNM,2002,15.576167
Vietnam,VNM,2003,16.420807
Vietnam,VNM,2004,14.701704
Vietnam,VNM,2005,15.368947
Vietnam,VNM,2006,19.14398
Vietnam,VNM,2007,19.495693
Vietnam,VNM,2008,17.303118
Vietnam,VNM,2009,19.48636
Vietnam,VNM,2010,18.742516
Vietnam,VNM,2011,19.345886
Vietnam,VNM,2012,21.679937
Vietnam,VNM,2013,22.249168
Vietnam,VNM,2014,22.724583
Vietnam,VNM,2015,21.57204
Vietnam,VNM,2016,22.215502
Vietnam,VNM,2017,23.327627
Vietnam,VNM,2018,22.118498
Vietnam,VNM,2019,20.955206
Vietnam,VNM,2020,22.071417
Vietnam,VNM,2021,23.802454
Vietnam,VNM,2022,25.174658
Vietnam,VNM,2023,22.868128
Western Africa (EI),,1985,9.064047
Western Africa (EI),,1986,10.395735
Western Africa (EI),,1987,10.457933
Western Africa (EI),,1988,10.180164
Western Africa (EI),,1989,10.37209
Western Africa (EI),,1990,10.949645
Western Africa (EI),,1991,10.8199415
Western Africa (EI),,1992,10.43751
Western Africa (EI),,1993,10.282724
Western Africa (EI),,1994,10.825459
Western Africa (EI),,1995,10.943925
Western Africa (EI),,1996,10.580722
Western Africa (EI),,1997,10.987282
Western Africa (EI),,1998,9.870864
Western Africa (EI),,1999,10.989517
Western Africa (EI),,2000,10.25507
Western Africa (EI),,2001,10.4503765
Western Africa (EI),,2002,11.256263
Western Africa (EI),,2003,10.497267
Western Africa (EI),,2004,11.734441
Western Africa (EI),,2005,11.307955
Western Africa (EI),,2006,12.826787
Western Africa (EI),,2007,11.483663
Western Africa (EI),,2008,10.811594
Western Africa (EI),,2009,11.369715
Western Africa (EI),,2010,12.9665985
Western Africa (EI),,2011,12.2261715
Western Africa (EI),,2012,12.171884
Western Africa (EI),,2013,13.061521
Western Africa (EI),,2014,12.995774
Western Africa (EI),,2015,11.139164
Western Africa (EI),,2016,12.038834
Western Africa (EI),,2017,11.629425
Western Africa (EI),,2018,10.724069
Western Africa (EI),,2019,11.361998
Western Africa (EI),,2020,11.97481
Western Africa (EI),,2021,10.701195
Western Africa (EI),,2022,10.806665
Western Africa (EI),,2023,11.944527
World,OWID_WRL,1985,12.746242
World,OWID_WRL,1986,12.858842
World,OWID_WRL,1987,13.017977
World,OWID_WRL,1988,13.126001
World,OWID_WRL,1989,13.467299
World,OWID_WRL,1990,13.686939
World,OWID_WRL,1991,13.909503
World,OWID_WRL,1992,13.956831
World,OWID_WRL,1993,14.195048
World,OWID_WRL,1994,14.377408
World,OWID_WRL,1995,14.608208
World,OWID_WRL,1996,14.632907
World,OWID_WRL,1997,14.832272
World,OWID_WRL,1998,15.158456
World,OWID_WRL,1999,15.342072
World,OWID_WRL,2000,15.284519
World,OWID_WRL,2001,15.33254
World,OWID_WRL,2002,15.532708
World,OWID_WRL,2003,15.468282
World,OWID_WRL,2004,15.4312935
World,OWID_WRL,2005,15.519837
World,OWID_WRL,2006,15.67335
World,OWID_WRL,2007,15.870287
World,OWID_WRL,2008,16.01964
World,OWID_WRL,2009,16.171883
World,OWID_WRL,2010,16.451267
World,OWID_WRL,2011,16.580957
World,OWID_WRL,2012,16.760408
World,OWID_WRL,2013,16.978647
World,OWID_WRL,2014,17.270079
World,OWID_WRL,2015,17.349926
World,OWID_WRL,2016,17.69233
World,OWID_WRL,2017,17.829481
World,OWID_WRL,2018,18.07695
World,OWID_WRL,2019,18.188845
World,OWID_WRL,2020,18.90964
World,OWID_WRL,2021,19.009302
World,OWID_WRL,2022,19.16507
World,OWID_WRL,2023,19.248741
